N,Site Number,Site Location,Cluster Name,Site Acronym,Date,Month,Sample type,TN,TDN,TP,DP,NO3-N,NH4-N ppm,DON,nutrients comments,Year,5-year,Season
8757,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,6/1/2015,6/1/2015,,,0.25,,,,,,2015,,2011-15,
8758,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,6/1/2015,6/1/2015,,,0.325,,,,,,2015,,2011-15,
8759,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,6/1/2015,6/1/2015,,,0.309,,,,,,2015,,2011-15,
8760,GL IN,Glendale WTP Inlet,,Glen In,6/1/2015,6/1/2015,,,0.371,,,,,,2015,,2011-15,
8761,GR IN,Greenway WTP Inlet,srp,Green In,6/1/2015,6/1/2015,,,,,,,,,2015,,2011-15,
8762,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,6/1/2015,6/1/2015,,,0.332,,,,,,2015,,2011-15,
8765,HOC,Head of the Consolidated Canal,az canal,,6/1/2015,6/1/2015,,,0.877,,,,,,2015,,2011-15,
8766,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,6/1/2015,6/1/2015,,,2.257,,,,,,2015,,2011-15,
8767,CH IN,Chandler WTP inlet,,chandler,6/1/2015,6/1/2015,,,3.013,,,,,,2015,,2011-15,
8768,HAV,Havasu lake Sample,,Havasu  ,7/6/2015,7/6/2015,,,0.286,,,,,,2015,,2011-15,
8769,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/6/2015,7/6/2015,,,0.334,,,,,,2015,,2011-15,
8770,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/6/2015,7/6/2015,,,0.176,,,,,,2015,,2011-15,
8771,R20,Verde River at Tangle,verde,verde abv horseshoe,7/6/2015,7/6/2015,,,0.13,,,,,,2015,,2011-15,
8772,R25,verde river at beeline highway,verde,verde @ beeline,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8773,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8774,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8775,R9A,Saguaro Lake near inlet,salt,saguaro-epi,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8776,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8777,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8778,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8779,SRNR,Salt River Near Roosevelt Inlet,salt,SRNR,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8780,UH IN,Union Hills Inlet,cap,Union Hills Inlet,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8781,UH OUT,Union Hills Treated Water,cap,Union Hills Outlet,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8786,GR IN,Greenway WTP Inlet,srp,Green In,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8787,GR OUT,Greenway WTP Outlet,srp,Green Out,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8788,GL IN,Glendale WTP Inlet,,Glen In,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8789,GL OUT,Glendale WTP Outlet,,Glen Out,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8790,AN IN,Anthem WTP inlet,,anthem,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8791,AN OUT,Anthem WTP outlet,,anthem,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8792,R14,24th St. WTP Inlet,srp,24th In,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8793,R15,24th St. WTP Outlet,srp,24th Out,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8794,CH IN,Chandler WTP inlet,,chandler,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8795,CH OUT,Chandler WTP outlet,,chandler,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8796,R3,Waddell Canal,cap,waddell canal,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8797,AN IN,Anthem WTP inlet,,anthem,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8798,UH IN,Union Hills Inlet,cap,Union Hills Inlet,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8799,SGPS,Salt Gila,,Salt Gila,7/6/2015,7/6/2015,,,0.253,,,,,,2015,,2011-15,
8800,MTO,Mesa Turnout,,Mesa Turnout,7/6/2015,7/6/2015,,,0.237,,,,,,2015,,2011-15,
8801,R11,CAP Canal at Cross-connect,cap,cap @ x con,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8802,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8803,R25,verde river at beeline highway,verde,verde @ beeline,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8804,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8805,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8806,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8807,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8808,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8809,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8810,GL IN,Glendale WTP Inlet,,Glen In,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8811,GR IN,Greenway WTP Inlet,srp,Green In,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8812,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8815,HOC,Head of the Consolidated Canal,az canal,,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8816,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8817,CH IN,Chandler WTP inlet,,chandler,7/6/2015,7/6/2015,,,,,,,,,2015,,2011-15,
8818,HAV,Havasu lake Sample,,Havasu  ,8/3/2015,8/3/2015,,,0.265,,,,,,2015,,2011-15,
8819,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/3/2015,8/3/2015,,,0.369,,,,,,2015,,2011-15,
8820,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,8/3/2015,8/3/2015,,,0.233,,,,,,2015,,2011-15,
8821,R20,Verde River at Tangle,verde,verde abv horseshoe,8/3/2015,8/3/2015,,,0.121,,,,,,2015,,2011-15,
8822,R25,verde river at beeline highway,verde,verde @ beeline,8/3/2015,8/3/2015,,,0.397,,,,,,2015,,2011-15,
8823,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,8/3/2015,8/3/2015,,,0.37,,,,,,2015,,2011-15,
8824,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,8/3/2015,8/3/2015,,,0.344,,,,,,2015,,2011-15,
8825,R9A,Saguaro Lake near inlet,salt,saguaro-epi,8/3/2015,8/3/2015,,,0.333,,,,,,2015,,2011-15,
8826,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,8/3/2015,8/3/2015,,,0.201,,,,,,2015,,2011-15,
8827,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/3/2015,8/3/2015,,,0.342,,,,,,2015,,2011-15,
8828,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/3/2015,8/3/2015,,,0.234,,,,,,2015,,2011-15,
8829,SRNR,Salt River Near Roosevelt Inlet,salt,SRNR,8/3/2015,8/3/2015,,,,,,,,,2015,,2011-15,
8830,UH IN,Union Hills Inlet,cap,Union Hills Inlet,8/3/2015,8/3/2015,,,0.263,,,,,,2015,,2011-15,
8831,UH OUT,Union Hills Treated Water,cap,Union Hills Outlet,8/3/2015,8/3/2015,,,0.196,,,,,,2015,,2011-15,
8836,GR IN,Greenway WTP Inlet,srp,Green In,8/3/2015,8/3/2015,,,0.302,,,,,,2015,,2011-15,
8837,GR OUT,Greenway WTP Outlet,srp,Green Out,8/3/2015,8/3/2015,,,0.598,,,,,,2015,,2011-15,
8838,GL IN,Glendale WTP Inlet,,Glen In,8/3/2015,8/3/2015,,,0.25,,,,,,2015,,2011-15,
8839,GL OUT,Glendale WTP Outlet,,Glen Out,8/3/2015,8/3/2015,,,0.196,,,,,,2015,,2011-15,
8840,AN IN,Anthem WTP inlet,,anthem,8/3/2015,8/3/2015,,,0.368,,,,,,2015,,2011-15,
8841,AN OUT,Anthem WTP outlet,,anthem,8/3/2015,8/3/2015,,,0.343,,,,,,2015,,2011-15,
8842,R14,24th St. WTP Inlet,srp,24th In,8/3/2015,8/3/2015,,,0.232,,,,,,2015,,2011-15,
8843,R15,24th St. WTP Outlet,srp,24th Out,8/3/2015,8/3/2015,,,0.181,,,,,,2015,,2011-15,
8844,CH IN,Chandler WTP inlet,,chandler,8/3/2015,8/3/2015,,,2.074,,,,,,2015,,2011-15,
8845,CH OUT,Chandler WTP outlet,,chandler,8/3/2015,8/3/2015,,,1.036,,,,,,2015,,2011-15,
8846,R3,Waddell Canal,cap,waddell canal,8/3/2015,8/3/2015,,,0.305,,,,,,2015,,2011-15,
8847,AN IN,Anthem WTP inlet,,anthem,8/3/2015,8/3/2015,,,0.368,,,,,,2015,,2011-15,
8848,UH IN,Union Hills Inlet,cap,Union Hills Inlet,8/3/2015,8/3/2015,,,0.263,,,,,,2015,,2011-15,
8849,SGPS,Salt Gila,,Salt Gila,8/3/2015,8/3/2015,,,0.229,,,,,,2015,,2011-15,
8850,MTO,Mesa Turnout,,Mesa Turnout,8/3/2015,8/3/2015,,,0.252,,,,,,2015,,2011-15,
8851,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/3/2015,8/3/2015,,,0.266,,,,,,2015,,2011-15,
8852,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/3/2015,8/3/2015,,,0.234,,,,,,2015,,2011-15,
8853,R25,verde river at beeline highway,verde,verde @ beeline,8/3/2015,8/3/2015,,,0.397,,,,,,2015,,2011-15,
8854,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/3/2015,8/3/2015,,,0.252,,,,,,2015,,2011-15,
8855,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,8/3/2015,8/3/2015,,,0.246,,,,,,2015,,2011-15,
8856,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/3/2015,8/3/2015,,,0.231,,,,,,2015,,2011-15,
8857,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,8/3/2015,8/3/2015,,,0.271,,,,,,2015,,2011-15,
8858,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,8/3/2015,8/3/2015,,,0.348,,,,,,2015,,2011-15,
8859,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,8/3/2015,8/3/2015,,,0.234,,,,,,2015,,2011-15,
8860,GL IN,Glendale WTP Inlet,,Glen In,8/3/2015,8/3/2015,,,0.25,,,,,,2015,,2011-15,
8861,GR IN,Greenway WTP Inlet,srp,Green In,8/3/2015,8/3/2015,,,0.302,,,,,,2015,,2011-15,
8862,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,8/3/2015,8/3/2015,,,0.239,,,,,,2015,,2011-15,
8865,HOC,Head of the Consolidated Canal,az canal,,8/3/2015,8/3/2015,,,0.485,,,,,,2015,,2011-15,
8866,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,8/3/2015,8/3/2015,,,1.351,,,,,,2015,,2011-15,
8867,CH IN,Chandler WTP inlet,,chandler,8/3/2015,8/3/2015,,,2.074,,,,,,2015,,2011-15,
8868,HAV,Havasu lake Sample,,Havasu  ,8/31/2015,8/31/2015,,,0.318,,,,,,2015,,2011-15,
8869,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,8/31/2015,8/31/2015,,,0.396,,,,,,2015,,2011-15,
8870,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,8/31/2015,8/31/2015,,,0.176,,,,,,2015,,2011-15,
8871,R20,Verde River at Tangle,verde,verde abv horseshoe,8/31/2015,8/31/2015,,,0.141,,,,,,2015,,2011-15,
8872,R25,verde river at beeline highway,verde,verde @ beeline,8/31/2015,8/31/2015,,,0.424,,,,,,2015,,2011-15,
8873,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,8/31/2015,8/31/2015,,,0.274,,,,,,2015,,2011-15,
8874,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,8/31/2015,8/31/2015,,,0.204,,,,,,2015,,2011-15,
8875,R9A,Saguaro Lake near inlet,salt,saguaro-epi,8/31/2015,8/31/2015,,,0.236,,,,,,2015,,2011-15,
8876,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,8/31/2015,8/31/2015,,,0.384,,,,,,2015,,2011-15,
8877,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,8/31/2015,8/31/2015,,,0.238,,,,,,2015,,2011-15,
8878,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/31/2015,8/31/2015,,,0.268,,,,,,2015,,2011-15,
8879,SRNR,Salt River Near Roosevelt Inlet,salt,SRNR,8/31/2015,8/31/2015,,,,,,,,,2015,,2011-15,
8880,UH IN,Union Hills Inlet,cap,Union Hills Inlet,8/31/2015,8/31/2015,,,0.313,,,,,,2015,,2011-15,
8881,UH OUT,Union Hills Treated Water,cap,Union Hills Outlet,8/31/2015,8/31/2015,,,0.239,,,,,,2015,,2011-15,
8886,GR IN,Greenway WTP Inlet,srp,Green In,8/31/2015,8/31/2015,,,0.393,,,,,,2015,,2011-15,
8887,GR OUT,Greenway WTP Outlet,srp,Green Out,8/31/2015,8/31/2015,,,0.627,,,,,,2015,,2011-15,
8888,GL IN,Glendale WTP Inlet,,Glen In,8/31/2015,8/31/2015,,,0.254,,,,,,2015,,2011-15,
8889,GL OUT,Glendale WTP Outlet,,Glen Out,8/31/2015,8/31/2015,,,0.227,,,,,,2015,,2011-15,
8890,AN IN,Anthem WTP inlet,,anthem,8/31/2015,8/31/2015,,,0.313,,,,,,2015,,2011-15,
8891,AN OUT,Anthem WTP outlet,,anthem,8/31/2015,8/31/2015,,,0.302,,,,,,2015,,2011-15,
8892,R14,24th St. WTP Inlet,srp,24th In,8/31/2015,8/31/2015,,,,,,,,,2015,,2011-15,
8893,R15,24th St. WTP Outlet,srp,24th Out,8/31/2015,8/31/2015,,,,,,,,,2015,,2011-15,
8894,CH IN,Chandler WTP inlet,,chandler,8/31/2015,8/31/2015,,,1.084,,,,,,2015,,2011-15,
8895,CH OUT,Chandler WTP outlet,,chandler,8/31/2015,8/31/2015,,,1.438,,,,,,2015,,2011-15,
8896,R3,Waddell Canal,cap,waddell canal,8/31/2015,8/31/2015,,,0.305,,,,,,2015,,2011-15,
8897,AN IN,Anthem WTP inlet,,anthem,8/31/2015,8/31/2015,,,0.313,,,,,,2015,,2011-15,
8898,UH IN,Union Hills Inlet,cap,Union Hills Inlet,8/31/2015,8/31/2015,,,0.313,,,,,,2015,,2011-15,
8899,SGPS,Salt Gila,,Salt Gila,8/31/2015,8/31/2015,,,,,,,,,2015,,2011-15,
8900,MTO,Mesa Turnout,,Mesa Turnout,8/31/2015,8/31/2015,,,,,,,,,2015,,2011-15,
8901,R11,CAP Canal at Cross-connect,cap,cap @ x con,8/31/2015,8/31/2015,,,0.244,,,,,,2015,,2011-15,
8902,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,8/31/2015,8/31/2015,,,0.268,,,,,,2015,,2011-15,
8903,R25,verde river at beeline highway,verde,verde @ beeline,8/31/2015,8/31/2015,,,0.424,,,,,,2015,,2011-15,
8904,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,8/31/2015,8/31/2015,,,0.237,,,,,,2015,,2011-15,
8905,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,8/31/2015,8/31/2015,,,0.251,,,,,,2015,,2011-15,
8906,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,8/31/2015,8/31/2015,,,0.247,,,,,,2015,,2011-15,
8907,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,8/31/2015,8/31/2015,,,,,,,,,2015,,2011-15,
8908,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,8/31/2015,8/31/2015,,,0.266,,,,,,2015,,2011-15,
8909,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,8/31/2015,8/31/2015,,,0.251,,,,,,2015,,2011-15,
8910,GL IN,Glendale WTP Inlet,,Glen In,8/31/2015,8/31/2015,,,0.254,,,,,,2015,,2011-15,
8911,GR IN,Greenway WTP Inlet,srp,Green In,8/31/2015,8/31/2015,,,0.393,,,,,,2015,,2011-15,
8912,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,8/31/2015,8/31/2015,,,0.223,,,,,,2015,,2011-15,
8915,HOC,Head of the Consolidated Canal,az canal,,8/31/2015,8/31/2015,,,0.392,,,,,,2015,,2011-15,
8916,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,8/31/2015,8/31/2015,,,0.987,,,,,,2015,,2011-15,
8917,CH IN,Chandler WTP inlet,,chandler,8/31/2015,8/31/2015,,,1.084,,,,,,2015,,2011-15,
8918,HAV,Havasu lake Sample,,Havasu  ,10/5/2015,10/5/2015,,,0.573,,,,,,2015,,2011-15,
8919,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,10/5/2015,10/5/2015,,,,,,,,,2015,,2011-15,
8920,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,10/5/2015,10/5/2015,,,0.57,,,,,,2015,,2011-15,
8921,R20,Verde River at Tangle,verde,verde abv horseshoe,10/5/2015,10/5/2015,,,0.093,,,,,,2015,,2011-15,
8922,R25,verde river at beeline highway,verde,verde @ beeline,10/5/2015,10/5/2015,,,0.419,,,,,,2015,,2011-15,
8923,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,10/5/2015,10/5/2015,,,0.196,,,,,,2015,,2011-15,
8924,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,10/5/2015,10/5/2015,,,0.227,,,,,,2015,,2011-15,
8925,R9A,Saguaro Lake near inlet,salt,saguaro-epi,10/5/2015,10/5/2015,,,0.21,,,,,,2015,,2011-15,
8926,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,10/5/2015,10/5/2015,,,0.298,,,,,,2015,,2011-15,
8927,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/5/2015,10/5/2015,,,0.547,,,,,,2015,,2011-15,
8928,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/5/2015,10/5/2015,,,0.24,,,,,,2015,,2011-15,
8929,SRNR,Salt River Near Roosevelt Inlet,salt,SRNR,10/5/2015,10/5/2015,,,,,,,,,2015,,2011-15,
8930,UH IN,Union Hills Inlet,cap,Union Hills Inlet,10/5/2015,10/5/2015,,,0.339,,,,,,2015,,2011-15,
8931,UH OUT,Union Hills Treated Water,cap,Union Hills Outlet,10/5/2015,10/5/2015,,,0.328,,,,,,2015,,2011-15,
8936,GR IN,Greenway WTP Inlet,srp,Green In,10/5/2015,10/5/2015,,,1.202,,,,,,2015,,2011-15,
8937,GR OUT,Greenway WTP Outlet,srp,Green Out,10/5/2015,10/5/2015,,,0.824,,,,,,2015,,2011-15,
8938,GL IN,Glendale WTP Inlet,,Glen In,10/5/2015,10/5/2015,,,1.279,,,,,,2015,,2011-15,
8939,GL OUT,Glendale WTP Outlet,,Glen Out,10/5/2015,10/5/2015,,,0.657,,,,,,2015,,2011-15,
8940,AN IN,Anthem WTP inlet,,anthem,10/5/2015,10/5/2015,,,0.31,,,,,,2015,,2011-15,
8941,AN OUT,Anthem WTP outlet,,anthem,10/5/2015,10/5/2015,,,0.339,,,,,,2015,,2011-15,
8942,R14,24th St. WTP Inlet,srp,24th In,10/5/2015,10/5/2015,,,0.435,,,,,,2015,,2011-15,
8943,R15,24th St. WTP Outlet,srp,24th Out,10/5/2015,10/5/2015,,,,,,,,,2015,,2011-15,
8944,CH IN,Chandler WTP inlet,,chandler,10/5/2015,10/5/2015,,,1.028,,,,,,2015,,2011-15,
8945,CH OUT,Chandler WTP outlet,,chandler,10/5/2015,10/5/2015,,,0.547,,,,,,2015,,2011-15,
8946,R3,Waddell Canal,cap,waddell canal,10/5/2015,10/5/2015,,,,,,,,,2015,,2011-15,
8947,AN IN,Anthem WTP inlet,,anthem,10/5/2015,10/5/2015,,,0.31,,,,,,2015,,2011-15,
8948,UH IN,Union Hills Inlet,cap,Union Hills Inlet,10/5/2015,10/5/2015,,,0.339,,,,,,2015,,2011-15,
8949,SGPS,Salt Gila,,Salt Gila,10/5/2015,10/5/2015,,,0.233,,,,,,2015,,2011-15,
8950,MTO,Mesa Turnout,,Mesa Turnout,10/5/2015,10/5/2015,,,0.246,,,,,,2015,,2011-15,
8951,R11,CAP Canal at Cross-connect,cap,cap @ x con,10/5/2015,10/5/2015,,,0.321,,,,,,2015,,2011-15,
8952,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/5/2015,10/5/2015,,,0.24,,,,,,2015,,2011-15,
8953,R25,verde river at beeline highway,verde,verde @ beeline,10/5/2015,10/5/2015,,,0.419,,,,,,2015,,2011-15,
8954,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,10/5/2015,10/5/2015,,,0.322,,,,,,2015,,2011-15,
8955,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,10/5/2015,10/5/2015,,,0.273,,,,,,2015,,2011-15,
8956,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/5/2015,10/5/2015,,,0.248,,,,,,2015,,2011-15,
8957,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,10/5/2015,10/5/2015,,,0.397,,,,,,2015,,2011-15,
8958,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,10/5/2015,10/5/2015,,,0.477,,,,,,2015,,2011-15,
8959,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,10/5/2015,10/5/2015,,,0.503,,,,,,2015,,2011-15,
8960,GL IN,Glendale WTP Inlet,,Glen In,10/5/2015,10/5/2015,,,1.279,,,,,,2015,,2011-15,
8961,GR IN,Greenway WTP Inlet,srp,Green In,10/5/2015,10/5/2015,,,1.202,,,,,,2015,,2011-15,
8962,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,10/5/2015,10/5/2015,,,0.23,,,,,,2015,,2011-15,
8965,HOC,Head of the Consolidated Canal,az canal,,10/5/2015,10/5/2015,,,0.428,,,,,,2015,,2011-15,
8966,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,10/5/2015,10/5/2015,,,0.55,,,,,,2015,,2011-15,
8967,CH IN,Chandler WTP inlet,,chandler,10/5/2015,10/5/2015,,,1.028,,,,,,2015,,2011-15,
8968,HAV,Havasu lake Sample,,Havasu  ,11/2/2015,11/2/2015,,,0.351,,,,,,2015,,2011-15,
8969,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,11/2/2015,11/2/2015,,,0.222,,,,,,2015,,2011-15,
8970,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,11/2/2015,11/2/2015,,,,,,,,,2015,,2011-15,
8971,R20,Verde River at Tangle,verde,verde abv horseshoe,11/2/2015,11/2/2015,,,0.483,,,,,,2015,,2011-15,
8972,R25,verde river at beeline highway,verde,verde @ beeline,11/2/2015,11/2/2015,,,0.367,,,,,,2015,,2011-15,
8973,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,11/2/2015,11/2/2015,,,0.2,,,,,,2015,,2011-15,
8974,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,11/2/2015,11/2/2015,,,0.179,,,,,,2015,,2011-15,
8975,R9A,Saguaro Lake near inlet,salt,saguaro-epi,11/2/2015,11/2/2015,,,0.244,,,,,,2015,,2011-15,
8976,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,11/2/2015,11/2/2015,,,0.215,,,,,,2015,,2011-15,
8977,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,11/2/2015,11/2/2015,,,0.256,,,,,,2015,,2011-15,
8978,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/2/2015,11/2/2015,,,0.303,,,,,,2015,,2011-15,
8979,SRNR,Salt River Near Roosevelt Inlet,salt,SRNR,11/2/2015,11/2/2015,,,,,,,,,2015,,2011-15,
8980,UH IN,Union Hills Inlet,cap,Union Hills Inlet,11/2/2015,11/2/2015,,,0.331,,,,,,2015,,2011-15,
8981,UH OUT,Union Hills Treated Water,cap,Union Hills Outlet,11/2/2015,11/2/2015,,,0.288,,,,,,2015,,2011-15,
8986,GR IN,Greenway WTP Inlet,srp,Green In,11/2/2015,11/2/2015,,,2.759,,,,,,2015,,2011-15,
8987,GR OUT,Greenway WTP Outlet,srp,Green Out,11/2/2015,11/2/2015,,,2.085,,,,,,2015,,2011-15,
8988,GL IN,Glendale WTP Inlet,,Glen In,11/2/2015,11/2/2015,,,0.786,,,,,,2015,,2011-15,
8989,GL OUT,Glendale WTP Outlet,,Glen Out,11/2/2015,11/2/2015,,,0.846,,,,,,2015,,2011-15,
8990,AN IN,Anthem WTP inlet,,anthem,11/2/2015,11/2/2015,,,0.37,,,,,,2015,,2011-15,
8991,AN OUT,Anthem WTP outlet,,anthem,11/2/2015,11/2/2015,,,0.318,,,,,,2015,,2011-15,
8992,R14,24th St. WTP Inlet,srp,24th In,11/2/2015,11/2/2015,,,0.271,,,,,,2015,,2011-15,
8993,R15,24th St. WTP Outlet,srp,24th Out,11/2/2015,11/2/2015,,,0.334,,,,,,2015,,2011-15,
8994,CH IN,Chandler WTP inlet,,chandler,11/2/2015,11/2/2015,,,3.902,,,,,,2015,,2011-15,
8995,CH OUT,Chandler WTP outlet,,chandler,11/2/2015,11/2/2015,,,3.88,,,,,,2015,,2011-15,
8996,R3,Waddell Canal,cap,waddell canal,11/2/2015,11/2/2015,,,0.344,,,,,,2015,,2011-15,
8997,AN IN,Anthem WTP inlet,,anthem,11/2/2015,11/2/2015,,,0.37,,,,,,2015,,2011-15,
8998,UH IN,Union Hills Inlet,cap,Union Hills Inlet,11/2/2015,11/2/2015,,,0.331,,,,,,2015,,2011-15,
8999,SGPS,Salt Gila,,Salt Gila,11/2/2015,11/2/2015,,,0.314,,,,,,2015,,2011-15,
9000,MTO,Mesa Turnout,,Mesa Turnout,11/2/2015,11/2/2015,,,,,,,,,2015,,2011-15,
9001,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/2/2015,11/2/2015,,,0.305,,,,,,2015,,2011-15,
9002,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/2/2015,11/2/2015,,,0.303,,,,,,2015,,2011-15,
9003,R25,verde river at beeline highway,verde,verde @ beeline,11/2/2015,11/2/2015,,,0.367,,,,,,2015,,2011-15,
