ID,Site Number,Site Location,Cluster Name,Site Acronym,Date,Month,Sample type,TOC,DOC,UVA,SUVA,PI,WL PI,Int @ 450,Int @ 460,Int @ 500,FI 45/50,Comments
11116,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/20/2018,11/20/2018,,,2.64,0.039,1.48,,,,,,,
11117,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,11/20/2018,11/20/2018,,,2.78,0.043,1.55,,,,,,,
11118,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/20/2018,11/20/2018,,,2.58,0.041,1.59,,,,,,,
11119,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,11/20/2018,11/20/2018,,,2.55,0.042,1.65,,,,,,,
11120,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/20/2018,11/20/2018,,,2.6,0.043,1.65,,,,,,,
11121,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,11/20/2018,11/20/2018,,,2.68,0.041,1.53,,,,,,,
11122,GL IN,Glendale WTP Inlet,,Glen In,11/20/2018,11/20/2018,,,2.5,0.042,1.68,,,,,,,
11123,GR IN,Greenway WTP Inlet,srp,Green In,11/20/2018,11/20/2018,,,2.71,0.044,1.62,,,,,,,
11124,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,11/20/2018,11/20/2018,,,,,,,,,,,,
11125,HTC,Head of the Tempe Canal,tempe,head of tempe canal,11/20/2018,11/20/2018,,,,,,,,,,,,
11126,SPT IN,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,11/20/2018,11/20/2018,,,,,,,,,,,,
11127,HOC,Head of the Consolidated Canal,az canal,,11/20/2018,11/20/2018,,,,,,,,,,,,
11128,MOC,Middle of the Consolidated canal,az canal,,11/20/2018,11/20/2018,,,,,,,,,,,,
11129,CH IN,Chandler WTP inlet,,chandler,11/20/2018,11/20/2018,,,,,,,,,,,,
11130,HAV,Havasu lake Sample,,Havasu  ,12/15/2018,12/15/2018,,,1.94,0.066,3.4,,,,,,,
11131,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,12/15/2018,12/15/2018,,,2.64,0.057,2.16,,,,,,,
11132,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,12/15/2018,12/15/2018,,,2.88,0.057,1.98,,,,,,,
11133,R20,Verde River at Tangle,verde,verde abv horseshoe,12/15/2018,12/15/2018,,,,,,,,,,,,
11134,R25,verde river at beeline highway,verde,verde @ beeline,12/15/2018,12/15/2018,,,,0.07,,,,,,,,
11135,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,12/15/2018,12/15/2018,,,,,,,,,,,,
11136,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,12/15/2018,12/15/2018,,,,,,,,,,,,
11137,R9A,Saguaro Lake near inlet,salt,saguaro-epi,12/15/2018,12/15/2018,,,,,,,,,,,,
11138,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,12/15/2018,12/15/2018,,,,,,,,,,,,
11139,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,12/15/2018,12/15/2018,,,,,,,,,,,,
11140,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/15/2018,12/15/2018,,,,0.06,,,,,,,,
11141,SRNR,Salt River near Roosevelt,salt,SRNR,12/15/2018,12/15/2018,,,,0.03,,,,,,,,
11142,UH IN,Union Hills Inlet,cap,Union Hills Inlet,12/15/2018,12/15/2018,,,,0.042,,,,,,,,
11143,UH OUT,Union Hills Treated Water,cap,Union Hills Outlet,12/15/2018,12/15/2018,,,,0.022,,,,,,,,
11144,NP IN,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,12/15/2018,12/15/2018,,,,0.071,,,,,,,,
11145,NP OUT,Tempe's North Plant treated water,tempe,north plant outlet,12/15/2018,12/15/2018,,,,0.022,,,,,,,,
11146,SPT IN,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,12/15/2018,12/15/2018,,,,,,,,,,,,
11147,SPT OUT,Tempe's South Plant treated water,tempe,STP Out,12/15/2018,12/15/2018,,,,,,,,,,,,
11148,GR IN,Greenway WTP Inlet,srp,Green In,12/15/2018,12/15/2018,,,,0.07,,,,,,,,
11149,GR OUT,Greenway WTP Outlet,srp,Green Out,12/15/2018,12/15/2018,,,,0.02,,,,,,,,
11150,GL IN,Glendale WTP Inlet,,Glen In,12/15/2018,12/15/2018,,,,0.07,,,,,,,,
11151,GL OUT,Glendale WTP Outlet,,Glen Out,12/15/2018,12/15/2018,,,,0.02,,,,,,,,
11152,AN IN,Anthem WTP inlet,,anthem,12/15/2018,12/15/2018,,,,0.04,,,,,,,,
11153,AN OUT,Anthem WTP outlet,,anthem,12/15/2018,12/15/2018,,,,0.04,,,,,,,,
11154,R14,AZ Canal - Inlet to 24th St WTP,srp,az canal @ 24th St,12/15/2018,12/15/2018,,,,0.07,,,,,,,,
11155,R15,24th St WTP treated water,srp,24th St -treated,12/15/2018,12/15/2018,,,,0.03,,,,,,,,
11156,CH IN,Chandler WTP inlet,,chandler,12/15/2018,12/15/2018,,,,,,,,,,,,
11157,CH OUT,Chandler WTP outlet,,chandler,12/15/2018,12/15/2018,,,,,,,,,,,,
11158,R3,Waddell Canal,cap,waddell canal,12/15/2018,12/15/2018,,,,0.043,,,,,,,,
11159,AN IN,Anthem WTP inlet,,anthem,12/15/2018,12/15/2018,,,,0.04,,,,,,,,
11160,UH IN,Union Hills Inlet,cap,Union Hills Inlet,12/15/2018,12/15/2018,,,,0.042,,,,,,,,
11161,SGPS,Salt Gila,,Salt Gila,12/15/2018,12/15/2018,,,2.16,0.049,2.27,,,,,,,
11162,MTO,Mesa Turnout,,Mesa Turnout,12/15/2018,12/15/2018,,,2.18,0.046,2.11,,,,,,,
11163,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/15/2018,12/15/2018,,,,0.042,,,,,,,,
11164,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/15/2018,12/15/2018,,,,0.06,,,,,,,,
11165,R25,verde river at beeline highway,verde,verde @ beeline,12/15/2018,12/15/2018,,,,0.071,,,,,,,,
11166,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/15/2018,12/15/2018,,,,0.041,,,,,,,,
11167,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,12/15/2018,12/15/2018,,,,0.054,,,,,,,,
11168,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/15/2018,12/15/2018,,,,0.063,,,,,,,,
11169,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,12/15/2018,12/15/2018,,,,0.066,,,,,,,,
11170,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/15/2018,12/15/2018,,,,0.065,,,,,,,,
11171,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,12/15/2018,12/15/2018,,,,0.065,,,,,,,,
11172,GL IN,Glendale WTP Inlet,,Glen In,12/15/2018,12/15/2018,,,,0.065,,,,,,,,
11173,GR IN,Greenway WTP Inlet,srp,Green In,12/15/2018,12/15/2018,,,,0.072,,,,,,,,
11174,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,12/15/2018,12/15/2018,,,,,,,,,,,,
11175,HTC,Head of the Tempe Canal,tempe,head of tempe canal,12/15/2018,12/15/2018,,,,0.008,,,,,,,,
11176,SPT IN,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,12/15/2018,12/15/2018,,,,,,,,,,,,
11177,HOC,Head of the Consolidated Canal,az canal,,12/15/2018,12/15/2018,,,,0.009,,,,,,,,
11178,MOC,Middle of the Consolidated canal,az canal,,12/15/2018,12/15/2018,,,,0.015,,,,,,,,
11179,CH IN,Chandler WTP inlet,,chandler,12/15/2018,12/15/2018,,,,,,,,,,,,
11180,HAV,Havasu lake Sample,,Havasu  ,1/21/2019,1/21/2019,,,2.13,0.055,2.59,,,,,,,
11181,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/21/2019,1/21/2019,,,3.09,0.052,1.68,,,,,,,
11182,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,1/21/2019,1/21/2019,,,2.89,0.056,1.94,,,,,,,
11183,R20,Verde River at Tangle,verde,verde abv horseshoe,1/21/2019,1/21/2019,,,4.96,0.225,,,,,,,,
11184,R25,verde river at beeline highway,verde,verde @ beeline,1/21/2019,1/21/2019,,,4.54,0.083,1.83,,,,,,,
11185,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,1/21/2019,1/21/2019,,,5.57,,,,,,,,,
11186,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,1/21/2019,1/21/2019,,,5.82,,,,,,,,,
11187,R9A,Saguaro Lake near inlet,salt,saguaro-epi,1/21/2019,1/21/2019,,,5.04,,,,,,,,,
11188,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,1/21/2019,1/21/2019,,,5.42,,,,,,,,,
11189,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/21/2019,1/21/2019,,,4.81,,,,,,,,,
11190,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/21/2019,1/21/2019,,,3,0.066,2.2,,,,,,,
11191,SRNR,Salt River near Roosevelt,salt,SRNR,1/21/2019,1/21/2019,,,,,,,,,,,,
11192,UH IN,Union Hills Inlet,cap,Union Hills Inlet,1/21/2019,1/21/2019,,,2.07,0.054,2.62,,,,,,,
11193,UH OUT,Union Hills Treated Water,cap,Union Hills Outlet,1/21/2019,1/21/2019,,,2.13,0.033,1.55,,,,,,,
11194,NP IN,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,1/21/2019,1/21/2019,,,,,,,,,,,,
11195,NP OUT,Tempe's North Plant treated water,tempe,north plant outlet,1/21/2019,1/21/2019,,,,,,,,,,,,
11196,SPT IN,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,1/21/2019,1/21/2019,,,4.52,0.017,0.38,,,,,,,
11197,SPT OUT,Tempe's South Plant treated water,tempe,STP Out,1/21/2019,1/21/2019,,,1.44,0.013,0.91,,,,,,,
11198,GR IN,Greenway WTP Inlet,srp,Green In,1/21/2019,1/21/2019,,,4.44,,,,,,,,,
11199,GR OUT,Greenway WTP Outlet,srp,Green Out,1/21/2019,1/21/2019,,,2.73,,,,,,,,,
11200,GL IN,Glendale WTP Inlet,,Glen In,1/21/2019,1/21/2019,,,4.54,,,,,,,,,
11201,GL OUT,Glendale WTP Outlet,,Glen Out,1/21/2019,1/21/2019,,,2.59,,,,,,,,,
11202,AN IN,Anthem WTP inlet,,anthem,1/21/2019,1/21/2019,,,,,,,,,,,,
11203,AN OUT,Anthem WTP outlet,,anthem,1/21/2019,1/21/2019,,,,,,,,,,,,
11204,R14,AZ Canal - Inlet to 24th St WTP,srp,az canal @ 24th St,1/21/2019,1/21/2019,,,,,,,,,,,,
11205,R15,24th St WTP treated water,srp,24th St -treated,1/21/2019,1/21/2019,,,,,,,,,,,,
11206,CH IN,Chandler WTP inlet,,chandler,1/21/2019,1/21/2019,,,4.43,0.02,0.43,,,,,,,
11207,CH OUT,Chandler WTP outlet,,chandler,1/21/2019,1/21/2019,,,2.72,0.01,0.4,,,,,,,
11208,R3,Waddell Canal,cap,waddell canal,1/21/2019,1/21/2019,,,2.65,0.053,2,,,,,,,
11209,AN IN,Anthem WTP inlet,,anthem,1/21/2019,1/21/2019,,,,,,,,,,,,
11210,UH IN,Union Hills Inlet,cap,Union Hills Inlet,1/21/2019,1/21/2019,,,2.07,0.054,2.62,,,,,,,
11211,SGPS,Salt Gila,,Salt Gila,1/21/2019,1/21/2019,,,2.61,0.053,2.03,,,,,,,
11212,MTO,Mesa Turnout,,Mesa Turnout,1/21/2019,1/21/2019,,,0.76,0.052,6.89,,,,,,,
11213,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/21/2019,1/21/2019,,,,,,,,,,,,
11214,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/21/2019,1/21/2019,,,3,0.066,2.2,,,,,,,
11215,R25,verde river at beeline highway,verde,verde @ beeline,1/21/2019,1/21/2019,,,4.54,0.054,1.19,,,,,,,
11216,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/21/2019,1/21/2019,,,,,,,,,,,,
11217,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,1/21/2019,1/21/2019,,,,,,,,,,,,
11218,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/21/2019,1/21/2019,,,,,,,,,,,,
11219,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,1/21/2019,1/21/2019,,,,,,,,,,,,
11220,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/21/2019,1/21/2019,,,4.53,,,,,,,,,
11221,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,1/21/2019,1/21/2019,,,4.33,,,,,,,,,
11222,GL IN,Glendale WTP Inlet,,Glen In,1/21/2019,1/21/2019,,,4.54,,,,,,,,,
11223,GR IN,Greenway WTP Inlet,srp,Green In,1/21/2019,1/21/2019,,,4.44,,,,,,,,,
11224,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,1/21/2019,1/21/2019,,,,,,,,,,,,
11225,HTC,Head of the Tempe Canal,tempe,head of tempe canal,1/21/2019,1/21/2019,,,4.42,0.017,0.38,,,,,,,
11226,SPT IN,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,1/21/2019,1/21/2019,,,4.52,0.017,0.38,,,,,,,
11227,HOC,Head of the Consolidated Canal,az canal,,1/21/2019,1/21/2019,,,4.57,0.016,0.35,,,,,,,
11228,MOC,Middle of the Consolidated canal,az canal,,1/21/2019,1/21/2019,,,4.83,0.018,0.37,,,,,,,
11229,CH IN,Chandler WTP inlet,,chandler,1/21/2019,1/21/2019,,,4.43,0.019,0.43,,,,,,,
11230,HAV,Havasu lake Sample,,Havasu  ,2/25/2019,2/25/2019,,,,,,,,,,,,
11231,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/25/2019,2/25/2019,,,,,,,,,,,,
11232,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2/25/2019,2/25/2019,,,,,,,,,,,,
11233,R20,Verde River at Tangle,verde,verde abv horseshoe,2/25/2019,2/25/2019,,,,,,,,,,,,
11234,R25,verde river at beeline highway,verde,verde @ beeline,2/25/2019,2/25/2019,,,3.93,0.228,5.8,,,,,,,
11235,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2/25/2019,2/25/2019,,,5.47,0.19,3.47,,,,,,,
11236,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2/25/2019,2/25/2019,,,,,,,,,,,,
11237,R9A,Saguaro Lake near inlet,salt,saguaro-epi,2/25/2019,2/25/2019,,,3.3,0.084,2.54,,,,,,,
11238,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,2/25/2019,2/25/2019,,,,,,,,,,,,
11239,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/25/2019,2/25/2019,,,,,,,,,,,,
11240,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/25/2019,2/25/2019,,,3.01,0.111,3.69,,,,,,,
11241,SRNR,Salt River near Roosevelt,salt,SRNR,2/25/2019,2/25/2019,,,,,,,,,,,,
11242,UH IN,Union Hills Inlet,cap,Union Hills Inlet,2/25/2019,2/25/2019,,,2.39,0.051,2.13,,,,,,,
11243,UH OUT,Union Hills Treated Water,cap,Union Hills Outlet,2/25/2019,2/25/2019,,,1.94,0.034,1.76,,,,,,,
11244,NP IN,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2/25/2019,2/25/2019,,,,,,,,,,,,
11245,NP OUT,Tempe's North Plant treated water,tempe,north plant outlet,2/25/2019,2/25/2019,,,,,,,,,,,,
11246,SPT IN,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2/25/2019,2/25/2019,,,2.61,0.209,8.01,,,,,,,
11247,SPT OUT,Tempe's South Plant treated water,tempe,STP Out,2/25/2019,2/25/2019,,,2.67,0.058,2.17,,,,,,,
11248,GR IN,Greenway WTP Inlet,srp,Green In,2/25/2019,2/25/2019,,,,,,,,,,,,
11249,GR OUT,Greenway WTP Outlet,srp,Green Out,2/25/2019,2/25/2019,,,,,,,,,,,,
11250,GL IN,Glendale WTP Inlet,,Glen In,2/25/2019,2/25/2019,,,3.09,0.13,4.18,,,,,,,
11251,GL OUT,Glendale WTP Outlet,,Glen Out,2/25/2019,2/25/2019,,,2.46,0.03,1.1,,,,,,,
11252,AN IN,Anthem WTP inlet,,anthem,2/25/2019,2/25/2019,,,,,,,,,,,,
11253,AN OUT,Anthem WTP outlet,,anthem,2/25/2019,2/25/2019,,,,,,,,,,,,
11254,R14,AZ Canal - Inlet to 24th St WTP,srp,az canal @ 24th St,2/25/2019,2/25/2019,,,2.62,0.14,5.5,,,,,,,
11255,R15,24th St WTP treated water,srp,24th St -treated,2/25/2019,2/25/2019,,,1.02,0.08,7.71,,,,,,,
11256,CH IN,Chandler WTP inlet,,chandler,2/25/2019,2/25/2019,,,,,,,,,,,,
11257,CH OUT,Chandler WTP outlet,,chandler,2/25/2019,2/25/2019,,,,,,,,,,,,
11258,R3,Waddell Canal,cap,waddell canal,2/25/2019,2/25/2019,,,2.49,0.051,2.05,,,,,,,
11259,AN IN,Anthem WTP inlet,,anthem,2/25/2019,2/25/2019,,,,,,,,,,,,
11260,UH IN,Union Hills Inlet,cap,Union Hills Inlet,2/25/2019,2/25/2019,,,2.39,0.051,2.13,,,,,,,
11261,SGPS,Salt Gila,,Salt Gila,2/25/2019,2/25/2019,,,,,,,,,,,,
11262,MTO,Mesa Turnout,,Mesa Turnout,2/25/2019,2/25/2019,,,,,,,,,,,,
11263,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/25/2019,2/25/2019,,,2.59,0.047,1.81,,,,,,,
11264,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/25/2019,2/25/2019,,,3.01,0.111,3.69,,,,,,,
11265,R25,verde river at beeline highway,verde,verde @ beeline,2/25/2019,2/25/2019,,,3.93,0.228,5.8,,,,,,,
11266,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/25/2019,2/25/2019,,,2.52,0.05,1.98,,,,,,,
11267,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/25/2019,2/25/2019,,,2.61,0.11,4.22,,,,,,,
11268,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2/25/2019,2/25/2019,,,2.76,0.109,3.96,,,,,,,
11269,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,2/25/2019,2/25/2019,,,,,,,,,,,,
11270,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2/25/2019,2/25/2019,,,2.62,0.109,4.15,,,,,,,
11271,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2/25/2019,2/25/2019,,,2.68,0.157,5.86,,,,,,,
11272,GL IN,Glendale WTP Inlet,,Glen In,2/25/2019,2/25/2019,,,3.09,0.129,4.18,,,,,,,
11273,GR IN,Greenway WTP Inlet,srp,Green In,2/25/2019,2/25/2019,,,,,,,,,,,,
11274,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,2/25/2019,2/25/2019,,,2.65,0.179,6.76,,,,,,,
11275,HTC,Head of the Tempe Canal,tempe,head of tempe canal,2/25/2019,2/25/2019,,,0.85,0.131,15.41,,,,,,,
11276,SPT IN,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2/25/2019,2/25/2019,,,2.61,0.209,8.01,,,,,,,
11277,HOC,Head of the Consolidated Canal,az canal,,2/25/2019,2/25/2019,,,1.1,0.137,12.45,,,,,,,
11278,MOC,Middle of the Consolidated canal,az canal,,2/25/2019,2/25/2019,,,0.8,0.091,11.32,,,,,,,
11279,CH IN,Chandler WTP inlet,,chandler,2/25/2019,2/25/2019,,,2.62,0.144,5.5,,,,,,,
11280,HAV,Havasu lake Sample,,Havasu  ,3/25/2019,3/25/2019,,,1.94,0.048,2.47,,,,,,,
11281,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,3/25/2019,3/25/2019,,,2.64,0.066,2.5,,,,,,,
11282,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,3/25/2019,3/25/2019,,,2.88,0.066,2.29,,,,,,,
11283,R20,Verde River at Tangle,verde,verde abv horseshoe,3/25/2019,3/25/2019,,,,,,,,,,,,
11284,R25,verde river at beeline highway,verde,verde @ beeline,3/25/2019,3/25/2019,,,4.54,0.201,4.43,,,,,,,
11285,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,3/25/2019,3/25/2019,,,5.57,0.275,4.94,,,,,,,
11286,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,3/25/2019,3/25/2019,,,5.82,0.255,4.38,,,,,,,
11287,R9A,Saguaro Lake near inlet,salt,saguaro-epi,3/25/2019,3/25/2019,,,5.04,0.096,1.91,,,,,,,
11288,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,3/25/2019,3/25/2019,,,5.42,0.101,1.86,,,,,,,
11289,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,3/25/2019,3/25/2019,,,4.81,0.1,2.08,,,,,,,
11290,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/25/2019,3/25/2019,,,3,0.076,2.53,,,,,,,
11291,SRNR,Salt River near Roosevelt,salt,SRNR,3/25/2019,3/25/2019,,,,,,,,,,,,
11292,UH IN,Union Hills Inlet,cap,Union Hills Inlet,3/25/2019,3/25/2019,,,2.07,0.047,2.28,,,,,,,
11293,UH OUT,Union Hills Treated Water,cap,Union Hills Outlet,3/25/2019,3/25/2019,,,2.13,0.038,1.78,,,,,,,
11294,NP IN,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,3/25/2019,3/25/2019,,,,,,,,,,,,
11295,NP OUT,Tempe's North Plant treated water,tempe,north plant outlet,3/25/2019,3/25/2019,,,,,,,,,,,,
11296,SPT IN,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,3/25/2019,3/25/2019,,,4.52,0.187,4.13,,,,,,,
11297,SPT OUT,Tempe's South Plant treated water,tempe,STP Out,3/25/2019,3/25/2019,,,1.44,0.08,5.57,,,,,,,
11298,GR IN,Greenway WTP Inlet,srp,Green In,3/25/2019,3/25/2019,,,4.44,0.19,4.26,,,,,,,
11299,GR OUT,Greenway WTP Outlet,srp,Green Out,3/25/2019,3/25/2019,,,2.73,0.06,2.34,,,,,,,
11300,GL IN,Glendale WTP Inlet,,Glen In,3/25/2019,3/25/2019,,,4.54,0.19,4.17,,,,,,,
11301,GL OUT,Glendale WTP Outlet,,Glen Out,3/25/2019,3/25/2019,,,2.59,0.07,2.82,,,,,,,
11302,AN IN,Anthem WTP inlet,,anthem,3/25/2019,3/25/2019,,,,,,,,,,,,
11303,AN OUT,Anthem WTP outlet,,anthem,3/25/2019,3/25/2019,,,,,,,,,,,,
11304,R14,AZ Canal - Inlet to 24th St WTP,srp,az canal @ 24th St,3/25/2019,3/25/2019,,,,,,,,,,,,
11305,R15,24th St WTP treated water,srp,24th St -treated,3/25/2019,3/25/2019,,,,,,,,,,,,
11306,CH IN,Chandler WTP inlet,,chandler,3/25/2019,3/25/2019,,,4.43,0.21,4.65,,,,,,,
11307,CH OUT,Chandler WTP outlet,,chandler,3/25/2019,3/25/2019,,,2.72,0.09,3.31,,,,,,,
11308,R3,Waddell Canal,cap,waddell canal,3/25/2019,3/25/2019,,,2.65,0.056,2.11,,,,,,,
11309,AN IN,Anthem WTP inlet,,anthem,3/25/2019,3/25/2019,,,,,,,,,,,,
11310,UH IN,Union Hills Inlet,cap,Union Hills Inlet,3/25/2019,3/25/2019,,,2.07,0.047,2.28,,,,,,,
11311,SGPS,Salt Gila,,Salt Gila,3/25/2019,3/25/2019,,,5.64,0.032,0.57,,,,,,,
11312,MTO,Mesa Turnout,,Mesa Turnout,3/25/2019,3/25/2019,,,5.76,0.035,0.61,,,,,,,
11313,R11,CAP Canal at Cross-connect,cap,cap @ x con,3/25/2019,3/25/2019,,,,,,,,,,,,
11314,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/25/2019,3/25/2019,,,3,0.076,2.53,,,,,,,
11315,R25,verde river at beeline highway,verde,verde @ beeline,3/25/2019,3/25/2019,,,4.54,0.201,4.43,,,,,,,
11316,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,3/25/2019,3/25/2019,,,,,,,,,,,,
11317,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,3/25/2019,3/25/2019,,,,,,,,,,,,
11318,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,3/25/2019,3/25/2019,,,,,,,,,,,,
11319,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,3/25/2019,3/25/2019,,,,,,,,,,,,
11320,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,3/25/2019,3/25/2019,,,4.53,0.193,4.26,,,,,,,
11321,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,3/25/2019,3/25/2019,,,4.33,0.203,4.69,,,,,,,
11322,GL IN,Glendale WTP Inlet,,Glen In,3/25/2019,3/25/2019,,,4.54,0.189,4.17,,,,,,,
11323,GR IN,Greenway WTP Inlet,srp,Green In,3/25/2019,3/25/2019,,,4.44,0.189,4.26,,,,,,,
11324,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,3/25/2019,3/25/2019,,,,,,,,,,,,
11325,HTC,Head of the Tempe Canal,tempe,head of tempe canal,3/25/2019,3/25/2019,,,4.42,0.197,4.46,,,,,,,
11326,SPT IN,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,3/25/2019,3/25/2019,,,4.52,0.187,4.13,,,,,,,
11327,HOC,Head of the Consolidated Canal,az canal,,3/25/2019,3/25/2019,,,4.57,0.186,4.07,,,,,,,
11328,MOC,Middle of the Consolidated canal,az canal,,3/25/2019,3/25/2019,,,4.83,0.175,3.63,,,,,,,
11329,CH IN,Chandler WTP inlet,,chandler,3/25/2019,3/25/2019,,,4.43,0.206,4.65,,,,,,,
11330,HAV,Havasu lake Sample,,Havasu  ,4/15/2019,4/15/2019,,,5.55,0.036,0.65,,,,,,,
11331,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,4/15/2019,4/15/2019,,,5.91,0.036,0.61,,,,,,,
11332,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,4/15/2019,4/15/2019,,,6.49,0.045,0.69,,,,,,,
11333,R20,Verde River at Tangle,verde,verde abv horseshoe,4/15/2019,4/15/2019,,,,,,,,,,,,
11334,R25,verde river at beeline highway,verde,verde @ beeline,4/15/2019,4/15/2019,,,8.38,0.2,2.39,,,,,,,
11335,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,4/15/2019,4/15/2019,,,9.32,0.232,2.49,,,,,,,
11336,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,4/15/2019,4/15/2019,,,9.22,0.235,2.55,,,,,,,
11337,R9A,Saguaro Lake near inlet,salt,saguaro-epi,4/15/2019,4/15/2019,,,8.01,0.077,0.96,,,,,,,
11338,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,4/15/2019,4/15/2019,,,8.26,0.076,0.92,,,,,,,
11339,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,4/15/2019,4/15/2019,,,8.06,0.075,0.93,,,,,,,
11340,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/15/2019,4/15/2019,,,6.74,0.078,1.16,,,,,,,
